2019;36
2017;34
2013;32
2016;29
2014;25
2018;25
2020;22
2008;22
2010;21
2015;20
2012;20
2005;17
2009;17
2011;17
2006;16
2000;14
2002;14
2004;14
2003;11
1999;10
2007;9
1994;8
1996;8
1993;6
1991;6
1998;5
1992;4
1913;4
2001;4
1969;3
1917;3
1995;3
1961;3
1982;3
1990;3
1930;2
1981;2
1988;2
1920;2
1983;2
1968;2
1997;2
1978;2
1972;2
1958;2
1973;2
1964;2
1965;2
1929;1
1922;1
1986;1
1888;1
1881;1
1873;1
1898;1
1918;1
1955;1
1979;1
1976;1
1970;1
1910;1
1914;1
1974;1
1962;1
1953;1
1949;1
1928;1
1900;1
1954;1
1938;1
1960;1
1977;1
1276;1
1272;1
1952;1
