ru;3300
en;2150
bg;371
et;47
de;29
ca;13
fr;13
af;9
mk;7
no;7
nl;6
ro;5
it;4
da;4
sw;3
uk;3
id;2
pl;2
hr;2
es;2
cy;1
lt;1
so;1
sl;1
