ru;15736
en;9865
bg;1538
et;194
de;119
fr;91
mk;52
ca;48
af;30
no;27
nl;24
it;20
es;20
ro;17
uk;13
da;12
sw;9
id;9
hr;9
pl;8
tl;6
cy;5
sl;5
pt;4
sv;4
lt;3
so;3
sk;2
