ru;5981
en;3775
bg;545
et;73
de;45
fr;37
mk;21
ca;17
af;10
no;9
nl;9
es;9
it;8
ro;6
uk;5
da;4
sw;3
id;3
pl;3
hr;3
tl;3
cy;2
sl;2
pt;2
sv;2
lt;1
so;1
sk;1
