Кирия Илья Вадимович;5
Лапина-Кратасюк Екатерина Георгиевна;5
Новикова Анна Алексеевна;5
Шариков Александр Вячеславович;5
Мороз Оксана Владимировна;4
Дзялошинский Иосиф Михайлович;3
Качкаева Анна Григорьевна;3
Колозариди Полина Владимировна;3
Прохоров Артем Вячеславович;3
Шерстобоева Елена Алексеевна;2
Ефанов Александр Александрович;1
Кожанов Андрей Александрович;1
Колчина Анна Сергеевна;1
Котов Дмитрий Александрович;1
Павленко Валентина Юрьевна;1


